[XSECTIONS]
;;Link           Shape        Geom1            Geom2      Geom3      Geom4      Barrels    Culvert   
;;-------------- ------------ ---------------- ---------- ---------- ---------- ---------- ----------
162771           RECT_CLOSED  0.7              1.17       0          0          1          0         
1628             RECT_CLOSED  3.5              4          0          0          1          0         
1630             CIRCULAR     14               0          0          0          1          0         
1631             CIRCULAR     2.76             0          0          0          1          0         
16310            CIRCULAR     5                0          0          0          1          0         
163100           CIRCULAR     3.9              0          0          0          1          0         
163101           CIRCULAR     3                0          0          0          1          0         
16311            RECT_CLOSED  6                5.5        0          0          1          0         
163110           CIRCULAR     3.5              0          0          0          1          0         
163111           CIRCULAR     3.6              0          0          0          1          0         
163112           CIRCULAR     3.6              0          0          0          1          0         
163120           CIRCULAR     3.6              0          0          0          1          0         
163125           CIRCULAR     1.5              0          0          0          1          0         
163126           CIRCULAR     3                0          0          0          1          0         
163130           CIRCULAR     3                0          0          0          1          0         
163140           RECT_CLOSED  0.7              1.8        0          0          1          0         
163150           CIRCULAR     3.9              0          0          0          1          0         
163160           CIRCULAR     3.9              0          0          0          1          0         
163180           CIRCULAR     3.6              0          0          0          1          0         
163185           CIRCULAR     1.8              0          0          0          1          0         
163186           CIRCULAR     3.6              0          0          0          1          0         
163190           CIRCULAR     3.6              0          0          0          1          0         
1632             CIRCULAR     5.5              0          0          0          1          0         
163200           RECT_CLOSED  0.7              1.17       0          0          1          0         
1634             CIRCULAR     14               0          0          0          1          0         
1635             CIRCULAR     2.26             0          0          0          1          0         
16350            CIRCULAR     5                0          0          0          1          0         
163500           CIRCULAR     5.3              0          0          0          1          0         
16351            RECT_CLOSED  3.15             7.5        0          0          1          0         
163510           CIRCULAR     5                0          0          0          1          0         
163520           CIRCULAR     4.8              0          0          0          1          0         
163530           CIRCULAR     3.6              0          0          0          1          0         
163535           CIRCULAR     1.5              0          0          0          1          0         
163536           CIRCULAR     3.6              0          0          0          1          0         
163540           CIRCULAR     3.6              0          0          0          1          0         
163550           RECT_CLOSED  0.7              1.17       0          0          1          0         
16358            CIRCULAR     3                0          0          0          1          0         
16359            CIRCULAR     3                0          0          0          1          0         
1636             RECT_CLOSED  3.5              3.5        0          0          1          0         
16361            RECT_CLOSED  3.5              3.5        0          0          1          0         
1638             CIRCULAR     14               0          0          0          1          0         
1639             CIRCULAR     1.95             0          0          0          1          0         
16390            CIRCULAR     3                0          0          0          1          0         
163900           CIRCULAR     3                0          0          0          1          0         
163908           CIRCULAR     6                0          0          0          1          0         
163909           CIRCULAR     6                0          0          0          1          0         
16391            RECT_CLOSED  3.4              5          0          0          1          0         
163910           CIRCULAR     6                0          0          0          1          0         
16392            RECT_CLOSED  5                5          0          0          1          0         
163920           CIRCULAR     6                0          0          0          1          0         
16393            RECT_CLOSED  5.8              11.75      0          0          1          0         
163930           CIRCULAR     5                0          0          0          1          0         
16394            RECT_CLOSED  6.75             11.75      0          0          1          0         
163940           CIRCULAR     5                0          0          0          1          0         
16395            RECT_CLOSED  5                7          0          0          1          0         
163950           CIRCULAR     3                0          0          0          1          0         
163960           CIRCULAR     3.5              0          0          0          1          0         
163970           CIRCULAR     3.5              0          0          0          1          0         
16399            RECT_CLOSED  5.58             5.58       0          0          1          0         
1640             CIRCULAR     3                0          0          0          1          0         
16401            RECT_CLOSED  5                7          0          0          1          0         
1642             CIRCULAR     14               0          0          0          1          0         
1643             CIRCULAR     2.26             0          0          0          1          0         
16431            RECT_CLOSED  7                5.5        0          0          1          0         
16434            CIRCULAR     5                0          0          0          1          0         
16441            CIRCULAR     10               0          0          0          1          0         
16442            RECT_CLOSED  10               10         0          0          1          0         
16443            RECT_CLOSED  10               10         0          0          1          0         
16445            RECT_CLOSED  10               10.5       0          0          1          0         
16446            RECT_CLOSED  10               10.5       0          0          1          0         
16449            RECT_CLOSED  10               10         0          0          1          0         
164590           CIRCULAR     4.8              0          0          0          1          0         
164592           CIRCULAR     5.3              0          0          0          2          0         
164593           CIRCULAR     8                0          0          0          1          0         
164594           CIRCULAR     8                0          0          0          1          0         
1646             CIRCULAR     13               0          0          0          1          0         
164600           CIRCULAR     8                0          0          0          1          0         
164601           CIRCULAR     6.3              0          0          0          1          0         
164602           CIRCULAR     6.3              0          0          0          1          0         
164603           CIRCULAR     6.3              0          0          0          1          0         
164610           CIRCULAR     6.3              0          0          0          1          0         
164620           CIRCULAR     6.3              0          0          0          1          0         
164630           CIRCULAR     6.3              0          0          0          1          0         
164640           CIRCULAR     6.3              0          0          0          1          0         
164660           CIRCULAR     6.3              0          0          0          1          0         
164670           CIRCULAR     6.3              0          0          0          1          0         
164680           CIRCULAR     6.3              0          0          0          1          0         
164690           CIRCULAR     6.3              0          0          0          1          0         
1647             CIRCULAR     3.39             0          0          0          1          0         
16471            RECT_CLOSED  8.25             9          0          0          1          0         
164710           CIRCULAR     4.5              0          0          0          1          0         
164711           CIRCULAR     1                0          0          0          1          0         
16472            RECT_CLOSED  5                11.6       0          0          1          0         
16473            CIRCULAR     4.75             0          0          0          3          0         
16474            CIRCULAR     5.5              0          0          0          1          0         
16477            RECT_CLOSED  0.5              200        0          0          1          0         
16478            CIRCULAR     5                0          0          0          1          0         
164791           CIRCULAR     4                0          0          0          1          0         
1648             CIRCULAR     4.75             0          0          0          1          0         
16481            CIRCULAR     4.75             0          0          0          1          0         
16482            CIRCULAR     4.75             0          0          0          1          0         
1650             CIRCULAR     13               0          0          0          1          0         
1651             CIRCULAR     2.76             0          0          0          1          0         
16511            RECT_CLOSED  4.5              11         0          0          1          0         
16512            RECT_CLOSED  4.5              10         0          0          1          0         
16513            EGG          5.3              0          0          0          1          0         
1652             CIRCULAR     4.85             0          0          0          1          0         
1654             CIRCULAR     13               0          0          0          1          0         
1655             CIRCULAR     2                0          0          0          1          0         
16550            CIRCULAR     11.5             0          0          0          1          0         
165500           CIRCULAR     11.5             0          0          0          1          0         
165501           CIRCULAR     11.5             0          0          0          1          0         
165502           CIRCULAR     11.5             0          0          0          1          0         
165503           CIRCULAR     11.5             0          0          0          1          0         
16551            RECT_CLOSED  6                37.5       0          0          1          0         
165510           CIRCULAR     11               0          0          0          1          0         
165520           CIRCULAR     10.8             0          0          0          1          0         
165530           CIRCULAR     10.3             0          0          0          1          0         
165531           CIRCULAR     3                0          0          0          1          0         
165532           CIRCULAR     3                0          0          0          1          0         
165533           CIRCULAR     3                0          0          0          1          0         
165540           CIRCULAR     3                0          0          0          1          0         
165541           CIRCULAR     3                0          0          0          1          0         
165542           CIRCULAR     3                0          0          0          1          0         
165550           RECT_CLOSED  3.5              8.25       0          0          1          0         
165555           CIRCULAR     6                0          0          0          1          0         
165560           CIRCULAR     5.5              0          0          0          1          0         
165561           RECT_CLOSED  3                9.42       0          0          1          0         
165570           CIRCULAR     5.5              0          0          0          1          0         
165580           CIRCULAR     5                0          0          0          1          0         
16559            CIRCULAR     6.899            0          0          0          1          0         
165590           CIRCULAR     4.3              0          0          0          1          0         
1656             RECT_CLOSED  6                8.67       0          0          1          0         
165600           CIRCULAR     7.3              0          0          0          1          0         
165601           CIRCULAR     7.3              0          0          0          1          0         
165602           CIRCULAR     7.3              0          0          0          1          0         
165603           CIRCULAR     7.3              0          0          0          1          0         
16561            RECT_CLOSED  6                8.67       0          0          1          0         
165610           CIRCULAR     7.3              0          0          0          1          0         
165611           CIRCULAR     7.3              0          0          0          1          0         
165612           CIRCULAR     7.3              0          0          0          1          0         
165613           CIRCULAR     7.3              0          0          0          1          0         
165614           RECT_CLOSED  3.5              10.9       0          0          1          0         
165615           CIRCULAR     6                0          0          0          1          0         
16562            RECT_CLOSED  6                8.67       0          0          1          0         
165620           CIRCULAR     7.3              0          0          0          1          0         
165630           CIRCULAR     5                0          0          0          1          0         
165640           CIRCULAR     2.4              0          0          0          1          0         
165641           CIRCULAR     3.2              0          0          0          1          0         
1658             CIRCULAR     13               0          0          0          1          0         
1662             CIRCULAR     13               0          0          0          1          0         
1663             CIRCULAR     2.76             0          0          0          1          0         
16630            CIRCULAR     5                0          0          0          1          0         
166300           CIRCULAR     4.2              0          0          0          1          0         
16631            RECT_CLOSED  4.4              5          0          0          1          0         
166310           CIRCULAR     3.6              0          0          0          1          0         
166312           CIRCULAR     3.6              0          0          0          1          0         
166314           CIRCULAR     3.6              0          0          0          1          0         
16632            RECT_CLOSED  5                5          0          0          1          0         
166320           CIRCULAR     3.6              0          0          0          1          0         
166330           CIRCULAR     3                0          0          0          1          0         
166331           CIRCULAR     3                0          0          0          1          0         
166332           CIRCULAR     3                0          0          0          1          0         
166340           CIRCULAR     3                0          0          0          1          0         
166350           CIRCULAR     2.4              0          0          0          1          0         
166351           CIRCULAR     3.6              0          0          0          1          0         
166352           CIRCULAR     3.6              0          0          0          1          0         
166360           CIRCULAR     3.5              0          0          0          1          0         
166361           CIRCULAR     3                0          0          0          1          0         
1664             CIRCULAR     5                0          0          0          1          0         
1666             CIRCULAR     12.25            0          0          0          1          0         
1668             RECT_CLOSED  9                27         0          0          1          0         
16681            RECT_CLOSED  10.5             10         0          0          2          0         
16683            RECT_CLOSED  9                27         0          0          1          0         
1670             CIRCULAR     12.25            0          0          0          1          0         
1671             CIRCULAR     2.91             0          0          0          1          0         
167100           CIRCULAR     4.64             0          0          0          1          0         
167102           CIRCULAR     4.43             0          0          0          1          0         
167104           CIRCULAR     4.43             0          0          0          1          0         
167106           CIRCULAR     4.23             0          0          0          1          0         
167108           CIRCULAR     4.23             0          0          0          1          0         
16711            CIRCULAR     13.5             0          0          0          1          0         
167110           CIRCULAR     4.23             0          0          0          1          0         
167112           CIRCULAR     4.23             0          0          0          1          0         
167113           RECT_CLOSED  2                5.16       0          0          1          0         
167114           CIRCULAR     4.23             0          0          0          1          0         
167116           CIRCULAR     4.23             0          0          0          1          0         
167118           CIRCULAR     4.23             0          0          0          1          0         
167120           CIRCULAR     4.03             0          0          0          1          0         
167121           RECT_CLOSED  2                5.16       0          0          1          0         
167122           CIRCULAR     4.03             0          0          0          1          0         
167124           CIRCULAR     4.03             0          0          0          1          0         
167126           CIRCULAR     3.83             0          0          0          1          0         
167128           CIRCULAR     3.83             0          0          0          1          0         
167130           CIRCULAR     3.8              0          0          0          1          0         
167131           RECT_CLOSED  2                5.16       0          0          1          0         
1672             RECT_CLOSED  7.5              10         0          0          1          0         
167200           CIRCULAR     5.84             0          0          0          1          0         
167202           CIRCULAR     4.64             0          0          0          1          0         
167204           CIRCULAR     4.64             0          0          0          1          0         
167206           CIRCULAR     4.43             0          0          0          1          0         
167208           CIRCULAR     4.43             0          0          0          1          0         
167209           RECT_CLOSED  2                5.16       0          0          1          0         
167210           CIRCULAR     4.43             0          0          0          1          0         
167212           CIRCULAR     4.23             0          0          0          1          0         
167214           CIRCULAR     4.23             0          0          0          1          0         
167216           CIRCULAR     4.03             0          0          0          1          0         
167217           RECT_CLOSED  2                5.16       0          0          1          0         
167218           CIRCULAR     4.03             0          0          0          1          0         
167220           CIRCULAR     4.03             0          0          0          1          0         
167222           CIRCULAR     3.83             0          0          0          1          0         
167224           CIRCULAR     3.83             0          0          0          1          0         
167226           CIRCULAR     3.83             0          0          0          1          0         
167228           CIRCULAR     3.63             0          0          0          1          0         
167229           RECT_CLOSED  2                5.16       0          0          1          0         
167302           CIRCULAR     4.23             0          0          0          1          0         
167304           CIRCULAR     4.23             0          0          0          1          0         
167306           CIRCULAR     4.03             0          0          0          1          0         
167308           CIRCULAR     4.03             0          0          0          1          0         
167310           CIRCULAR     4.03             0          0          0          1          0         
167311           RECT_CLOSED  2                5.16       0          0          1          0         
167312           CIRCULAR     4.03             0          0          0          1          0         
167314           CIRCULAR     4.03             0          0          0          1          0         
167316           CIRCULAR     4.03             0          0          0          1          0         
167318           CIRCULAR     3.83             0          0          0          1          0         
167319           RECT_CLOSED  2                5.16       0          0          1          0         
167320           CIRCULAR     3.83             0          0          0          1          0         
167322           CIRCULAR     3.83             0          0          0          1          0         
167324           CIRCULAR     3.83             0          0          0          1          0         
167326           CIRCULAR     3.83             0          0          0          1          0         
167328           CIRCULAR     3.63             0          0          0          1          0         
167329           RECT_CLOSED  2                5.16       0          0          1          0         
1674             CIRCULAR     12.25            0          0          0          1          0         
167400           CIRCULAR     5.64             0          0          0          1          0         
167402           CIRCULAR     4.23             0          0          0          1          0         
167404           CIRCULAR     4.23             0          0          0          1          0         
167406           CIRCULAR     4.23             0          0          0          1          0         
167408           CIRCULAR     4.23             0          0          0          1          0         
16741            CIRCULAR     5                0          0          0          1          0         
167410           CIRCULAR     4.23             0          0          0          1          0         
167411           RECT_CLOSED  2                5.16       0          0          1          0         
167412           CIRCULAR     4.23             0          0          0          1          0         
167414           CIRCULAR     4.23             0          0          0          1          0         
167416           CIRCULAR     4.23             0          0          0          1          0         
167418           CIRCULAR     3.63             0          0          0          1          0         
167419           RECT_CLOSED  2                5.16       0          0          1          0         
167420           CIRCULAR     3.63             0          0          0          1          0         
167422           CIRCULAR     3.43             0          0          0          1          0         
167424           CIRCULAR     3.22             0          0          0          1          0         
167426           CIRCULAR     3.22             0          0          0          1          0         
1675             CIRCULAR     2.76             0          0          0          1          0         
167500           CIRCULAR     4.84             0          0          0          1          0         
167502           CIRCULAR     4.64             0          0          0          1          0         
167504           CIRCULAR     4.64             0          0          0          1          0         
167506           CIRCULAR     4.64             0          0          0          1          0         
167508           CIRCULAR     4.43             0          0          0          1          0         
16751            RECT_CLOSED  15               12         0          0          1          0         
167510           CIRCULAR     4.43             0          0          0          1          0         
167512           CIRCULAR     4.23             0          0          0          1          0         
167514           CIRCULAR     4.23             0          0          0          1          0         
167516           CIRCULAR     4.23             0          0          0          1          0         
167518           CIRCULAR     4.03             0          0          0          1          0         
16752            CIRCULAR     9                0          0          0          1          0         
167520           CIRCULAR     4.03             0          0          0          1          0         
167522           CIRCULAR     4.03             0          0          0          1          0         
1676             CIRCULAR     5.3              0          0          0          1          0         
16761            CIRCULAR     5.3              0          0          0          1          0         
16762            CIRCULAR     5.3              0          0          0          1          0         
1678             CIRCULAR     11               0          0          0          1          0         
1680             CIRCULAR     11               0          0          0          1          0         
1681             CIRCULAR     6.18             0          0          0          1          0         
168100           CIRCULAR     6                0          0          0          1          0         
168102           CIRCULAR     6                0          0          0          1          0         
168104           CIRCULAR     6                0          0          0          1          0         
168106           CIRCULAR     6                0          0          0          1          0         
168108           CIRCULAR     5.75             0          0          0          1          0         
16811            RECT_CLOSED  7                40         0          0          1          0         
168110           CIRCULAR     5.75             0          0          0          1          0         
168111           RECT_CLOSED  2                5.16       0          0          1          0         
168112           CIRCULAR     5.5              0          0          0          1          0         
168114           CIRCULAR     5.44             0          0          0          1          0         
168116           CIRCULAR     5.24             0          0          0          1          0         
168118           CIRCULAR     5.24             0          0          0          1          0         
16812            RECT_CLOSED  20               40         0          0          1          0         
168120           CIRCULAR     4.84             0          0          0          1          0         
168122           CIRCULAR     4.84             0          0          0          1          0         
168123           RECT_CLOSED  2                5.16       0          0          1          0         
1682             CIRCULAR     4.7              0          0          0          1          0         
168200           CIRCULAR     6                0          0          0          1          0         
168202           CIRCULAR     6                0          0          0          1          0         
168204           CIRCULAR     6                0          0          0          1          0         
168206           CIRCULAR     5.83             0          0          0          1          0         
168207           RECT_CLOSED  2                5.16       0          0          1          0         
168208           CIRCULAR     5.83             0          0          0          1          0         
16821            CIRCULAR     4.7              0          0          0          1          0         
168210           CIRCULAR     5.67             0          0          0          1          0         
168212           CIRCULAR     5.67             0          0          0          1          0         
168214           CIRCULAR     5.5              0          0          0          1          0         
168215           RECT_CLOSED  2                5.16       0          0          1          0         
168216           CIRCULAR     5.5              0          0          0          1          0         
168218           CIRCULAR     5.04             0          0          0          1          0         
16822            CIRCULAR     4.7              0          0          0          1          0         
168220           CIRCULAR     5.04             0          0          0          1          0         
168222           CIRCULAR     5.04             0          0          0          1          0         
168224           CIRCULAR     4.84             0          0          0          1          0         
168225           RECT_CLOSED  2                5.16       0          0          1          0         
16823            CIRCULAR     4.7              0          0          0          1          0         
16824            CIRCULAR     4.7              0          0          0          1          0         
16825            CIRCULAR     4.7              0          0          0          1          0         
1683             RECT_CLOSED  11.5             10.5       0          0          1          0         
168300           CIRCULAR     6                0          0          0          1          0         
168302           CIRCULAR     6                0          0          0          1          0         
168304           CIRCULAR     6                0          0          0          1          0         
168306           CIRCULAR     6                0          0          0          1          0         
168308           CIRCULAR     5.75             0          0          0          1          0         
168309           RECT_CLOSED  2                5.16       0          0          1          0         
16831            CIRCULAR     13.8             0          0          0          1          0         
168310           CIRCULAR     5.75             0          0          0          1          0         
168312           CIRCULAR     5.5              0          0          0          1          0         
168314           CIRCULAR     5.5              0          0          0          1          0         
168316           CIRCULAR     5.25             0          0          0          1          0         
168317           RECT_CLOSED  2                5.16       0          0          1          0         
168318           CIRCULAR     5.25             0          0          0          1          0         
16832            RECT_CLOSED  8                21         0          0          1          0         
168320           CIRCULAR     5                0          0          0          1          0         
168322           CIRCULAR     4.64             0          0          0          1          0         
168324           CIRCULAR     4.64             0          0          0          1          0         
168326           CIRCULAR     4.43             0          0          0          1          0         
168327           RECT_CLOSED  2                5.16       0          0          1          0         
16833            RECT_CLOSED  8                21         0          0          1          0         
16834            RECT_CLOSED  8                21         0          0          1          0         
1684             CIRCULAR     11               0          0          0          1          0         
16851            RECT_CLOSED  11.5             10.5       0          0          1          0         
16852            RECT_CLOSED  11.5             10.5       0          0          1          0         
16855            CIRCULAR     13.75            0          0          0          1          0         
16856            CIRCULAR     13.75            0          0          0          1          0         
16857            CIRCULAR     13.75            0          0          0          1          0         
16858            CIRCULAR     13.75            0          0          0          1          0         
16859            CIRCULAR     13.75            0          0          0          1          0         
1686             CIRCULAR     11               0          0          0          1          0         
16860            CIRCULAR     13.75            0          0          0          1          0         
16861            CIRCULAR     4                0          0          0          1          0         
168611           CIRCULAR     7.5              0          0          0          1          0         
168612           CIRCULAR     7                0          0          0          1          0         
168613           CIRCULAR     6.5              0          0          0          1          0         
168614           CIRCULAR     6                0          0          0          1          0         
168615           CIRCULAR     5.25             0          0          0          1          0         
16862            CIRCULAR     13.25            0          0          0          1          0         
168621           CIRCULAR     13.25            0          0          0          1          0         
168622           CIRCULAR     13.25            0          0          0          1          0         
168623           CIRCULAR     13.25            0          0          0          1          0         
16863            CIRCULAR     6.25             0          0          0          1          0         
168631           CIRCULAR     8                0          0          0          1          0         
168632           CIRCULAR     7.25             0          0          0          1          0         
168633           CIRCULAR     7.25             0          0          0          1          0         
168634           CIRCULAR     6.25             0          0          0          1          0         
16864            CIRCULAR     12.25            0          0          0          1          0         
168641           CIRCULAR     12.25            0          0          0          1          0         
168642           CIRCULAR     12.25            0          0          0          1          0         
168643           CIRCULAR     12.25            0          0          0          1          0         
16865            CIRCULAR     4                0          0          0          1          0         
168651           CIRCULAR     7.75             0          0          0          1          0         
168652           CIRCULAR     7.25             0          0          0          1          0         
168653           CIRCULAR     6.5              0          0          0          1          0         
168654           CIRCULAR     6                0          0          0          1          0         
168655           CIRCULAR     6                0          0          0          1          0         
16866            CIRCULAR     11.5             0          0          0          1          0         
168661           CIRCULAR     11.5             0          0          0          1          0         
168662           CIRCULAR     11.5             0          0          0          1          0         
168663           CIRCULAR     11.5             0          0          0          1          0         
168664           CIRCULAR     11.5             0          0          0          1          0         
168665           CIRCULAR     11.5             0          0          0          1          0         
168666           CIRCULAR     11.5             0          0          0          1          0         
16867            CIRCULAR     8.25             0          0          0          1          0         
168671           CIRCULAR     10.5             0          0          0          1          0         
168672           CIRCULAR     9                0          0          0          1          0         
168673           CIRCULAR     8.75             0          0          0          1          0         
168674           CIRCULAR     8.75             0          0          0          1          0         
168675           CIRCULAR     8.5              0          0          0          1          0         
16868            CIRCULAR     7.75             0          0          0          1          0         
168680           CIRCULAR     7.75             0          0          0          1          0         
168681           CIRCULAR     7.75             0          0          0          1          0         
168683           CIRCULAR     7.75             0          0          0          1          0         
16869            CIRCULAR     5.5              0          0          0          1          0         
168690           CIRCULAR     7.75             0          0          0          1          0         
168691           CIRCULAR     7                0          0          0          1          0         
168692           CIRCULAR     6                0          0          0          1          0         
168693           CIRCULAR     7.75             0          0          0          1          0         
1687             CIRCULAR     3.19             0          0          0          1          0         
16870            CIRCULAR     6.25             0          0          0          1          0         
168702           CIRCULAR     6.25             0          0          0          1          0         
168704           CIRCULAR     6                0          0          0          1          0         
168706           CIRCULAR     6                0          0          0          1          0         
168708           CIRCULAR     6                0          0          0          1          0         
16871            RECT_CLOSED  4.4              12         0          0          1          0         
168710           CIRCULAR     5.75             0          0          0          1          0         
168711           RECT_CLOSED  2                5.16       0          0          1          0         
168712           CIRCULAR     5.75             0          0          0          1          0         
168714           CIRCULAR     5.5              0          0          0          1          0         
168716           CIRCULAR     5.5              0          0          0          1          0         
168718           CIRCULAR     5.04             0          0          0          1          0         
16872            RECT_CLOSED  5                12         0          0          1          0         
168720           CIRCULAR     5.04             0          0          0          1          0         
168722           CIRCULAR     4.64             0          0          0          1          0         
168723           RECT_CLOSED  2                5.16       0          0          1          0         
16873            RECT_CLOSED  4                12         0          0          1          0         
16874            RECT_CLOSED  5                12         0          0          1          0         
1688             CIRCULAR     5                0          0          0          1          0         
16881            RECT_CLOSED  4.7              4.7        0          0          1          0         
16882            CIRCULAR     4.7              0          0          0          1          0         
16883            RECT_CLOSED  4.75             4.33       0          0          1          0         
16884            CIRCULAR     2.75             0          0          0          1          0         
169001           CIRCULAR     5.75             0          0          0          1          0         
169002           CIRCULAR     5.75             0          0          0          1          0         
169004           CIRCULAR     5.75             0          0          0          1          0         
169006           CIRCULAR     5.75             0          0          0          1          0         
169008           CIRCULAR     5.5              0          0          0          1          0         
169009           RECT_CLOSED  2                5.16       0          0          1          0         
169010           CIRCULAR     5.5              0          0          0          1          0         
169012           CIRCULAR     5.5              0          0          0          1          0         
169014           CIRCULAR     5.5              0          0          0          1          0         
169016           CIRCULAR     5.25             0          0          0          1          0         
169018           CIRCULAR     5.25             0          0          0          1          0         
169020           CIRCULAR     4.5              0          0          0          1          0         
169021           RECT_CLOSED  2                5.16       0          0          1          0         
1693             CIRCULAR     9                0          0          0          1          0         
1695             CIRCULAR     9                0          0          0          1          0         
17005            RECT_CLOSED  2                50         0          0          1          0         
1705             CIRCULAR     9                0          0          0          1          0         
1710             CIRCULAR     9                0          0          0          1          0         
1715             CIRCULAR     9                0          0          0          1          0         
17151            RECT_CLOSED  4.5              9          0          0          1          0         
1720             CIRCULAR     9                0          0          0          1          0         
1725             CIRCULAR     9                0          0          0          1          0         
1730             CIRCULAR     9                0          0          0          1          0         
1731             CIRCULAR     4.5              0          0          0          1          0         
17311            RECT_CLOSED  10.1             60.9       0          0          1          0         
17313            RECT_CLOSED  10.1             60.9       0          0          1          0         
1732             CIRCULAR     4.5              0          0          0          1          0         
1733             CIRCULAR     7                0          0          0          1          0         
1734             CIRCULAR     4                0          0          0          1          0         
1735             CIRCULAR     9                0          0          0          1          0         
